company,effective_date,location,number_of_workers
Benihana-The Woodlands,4/5/2020,"The Woodlands, TX",38
Benihana-Westhiemer,4/5/2020,"Houston, TX",52
Ra Sushi-Plano,4/5/2020,"Plano, TX",44
Benihana-Houston,4/5/2020,"Houston, TX",41
Benihana-Sugarland,4/5/2020,"Sugar Land, TX",41
Justin Brands-W. Daggett,4/4/2020,"Ft. Worth, TX",121
David McDavid Acura,4/3/2020,"Austin, TX",13
David McDavid Acura-Plano,4/3/2020,"Plano, TX",42
David McDavid- Lincoln,4/3/2020,"Plano, TX",27
JW Marriott Austin,4/3/2020,"Austin, TX",166
National Credit Services,4/3/2020,"Dallas, TX",141
David McDavid- Ford,4/3/2020,"Ft. Worth, TX",50
David McDavid- Honda,4/3/2020,"Irving, TX",50
South Texas Eye Institute,4/3/2020,"San Antonio, TX",21
US Silica-Crane Facility,4/3/2020,"Crane, TX",71
David McDavid Honda-Frisco,4/3/2020,"Frisco, TX",67
"Roquemore Holdings, LLC",4/3/2020,"Garland, TX",37
Global Investigative Services,4/3/2020,"Garland, TX",11
Turner Industries-Pasadena,4/3/2020,"Pasadena, TX",105
Kinsel Ford-Toyota,4/2/2020,"Beaumont, TX",8
Martin-Brower Co. LLC,4/2/2020,"Conroe, TX",44
Tandy Leather Co.,4/2/2020,"Ft. Worth, TX",14
"UTLX Manufacturing, Inc.",4/2/2020,"Houston, TX",81
Turner Industries,4/2/2020,"Paris, TX",500
"Watson & Chalin Manufacturing, Inc. - McKinney",4/2/2020,"McKinney, TX",103
Pioneer Frozen Foods,4/2/2020,"Duncanville, TX",90
Palmer of Texas,4/2/2020,"Andrews, TX",50
Fairfield Inn & Suites Dallas,4/2/2020,"Dallas, TX",56
"Kinsel Ford, Inc.",4/2/2020,"Beaumont, TX",19
Avis Car Rental,4/1/2020,"Dallas, TX",901
Avis Car Rental-3937 26th Ave,4/1/2020,"Dallas, TX",12
Zachary Industrial-LyndellBaseII,4/1/2020,"Houston, TX",288
Hampton Inn-Frisco,4/1/2020,"Frisco, TX",11
Courtyard by Marriott Austin,4/1/2020,"Pflugerville, TX",53
Hyatt Place-Cedar Park,4/1/2020,"Cedar Park, TX",12
Avis Car Rental-Cedar Springs,4/1/2020,"Dallas, TX",33
Avis Car Rental-3850 26th,4/1/2020,"Dallas, TX",8
Fixbrewhouse-El Paso,3/31/2020,"El Paso, TX",127
El Gallo,3/31/2020,"Houston, TX",10
Guadalajara Hacienda-,3/31/2020,"Shenandoah, TX",42
HMS Host-Lubbock Airport,3/31/2020,"Lubbock, TX",15
HMS Host-El Paso Airport,3/31/2020,"El Paso, TX",70
Pioneer Frozen Foods-Dallas,3/31/2020,"Dallas, TX",70
Guadalajara Hacienda,3/31/2020,"Katy, TX",37
InterContinental-Stephen F Austin,3/31/2020,"Austin, TX",99
Guadalajara Grille,3/31/2020,"Houston, TX",36
Step Energy Services-Floresville,3/31/2020,"Floresville, TX",69
Justin Brands-Ft Worth,3/31/2020,"Fort Worth, TX",10
Fixbrewhouse-San Antonio,3/31/2020,"San Antonio, TX",164
Justin Brands-Childress,3/31/2020,"Childress, TX",7
Great American Products Ltd.,3/31/2020,"New Braunfels, TX",1
Justin Brands-El Paso,3/31/2020,"El Paso, TX",179
Holiday Inn-Riverwalk,3/31/2020,"San Antonio, TX",61
Guadalajara Del Centro,3/31/2020,"Houston, TX",71
SiteMinder Hospitality-Colonnade,3/31/2020,"Addison, TX",36
Drive Time,3/31/2020,"Ft. Worth, TX",108
"Flixbrewhouse-Cinema Breweries,Inc.",3/31/2020,"Round Rock, TX",168
Fixbrewhouse-Frisco,3/31/2020,"Frisco, TX",137
"uShip, Inc.",3/31/2020,"Austin, TX",65
Justin Brands-N. Desert,3/31/2020,"El Paso, TX",5
Justin Brands--Gateway W,3/31/2020,"El Paso, TX",6
Justin Brands-1756 Gateway,3/31/2020,"El Paso, TX",6
Justin Brands-7100 Gateway E,3/31/2020,"El Paso, TX",6
"DynaEnergetics US, Inc.",3/31/2020,"Blum, TX",85
Sport Clips - FM620,3/30/2020,"Austin, TX",6
Sport Clips - Trimmier Rd,3/30/2020,"Killeen, TX",10
Sport Clips - Hwy 190,3/30/2020,"Copperas Cove, TX",9
Sport Clips - Town Center,3/30/2020,"Pflugerville, TX",12
Sport Clips - Frontage Rd.,3/30/2020,"Austin, TX",13
Sport Clips - Shops Pkwy,3/30/2020,"Austin, TX",13
Sport Clips - S. IH-35 Round Rock,3/30/2020,"Round Rock, TX",6
Sport Clips - Walton Way,3/30/2020,"Cedar Park, TX",8
Veritas Shop Fabrication,3/30/2020,"Whitehouse, TX",67
Holiday Inn Army Hotels,3/30/2020,"San Antonio, TX",61
Sport Clips - Palm Valley,3/30/2020,"Round Rock, TX",8
Sport Clips - University Oaks,3/30/2020,"Round Rock, TX",9
Sport Clips - Whitestone Blvd,3/30/2020,"Cedar Park, TX",10
Sport Clips - Kyle Parkway,3/30/2020,"Kyle, TX",12
Sports Clips - San Antonio Rd,3/30/2020,"Buda, TX",7
Double Tree by Hilton Hotel,3/30/2020,"Austin, TX",63
Sport Clips - Agnes St.,3/30/2020,"Bastrop, TX",11
Sport Clips - Rivery Blvd.,3/30/2020,"Georgetown, TX",17
Drive Time - Houston,3/30/2020,"Houston, TX",61
Hilton Houston Westchase,3/30/2020,"Houston, TX",50
IKO Southwest LLC,3/30/2020,"Hillsboro, TX",31
"EMI Industries, LLC",3/30/2020,"Arlington, TX",30
Sport Clips - N. Mopac,3/30/2020,"Austin, TX",12
Sport clips - Bee Caves,3/30/2020,"Austin, TX",6
Sport Clips - Lakeline,3/30/2020,"Austin, TX",9
Sport Clips - Hwy. 290,3/30/2020,"Austin, TX",13
Suitssupply-Dallas,3/29/2020,"Dallas, TX",19
Suitsupply-Austin,3/29/2020,"Austin, TX",7
Ahern Rentals-El Paso,3/28/2020,"El Paso, TX",1
Ahern Rentals-Corpus Christi.,3/28/2020,"Corpus Ch, TX",1
Ahern Rentals-Irving,3/28/2020,"Irving, TX",12
Ahern Rentals-Lubbock,3/28/2020,"Lubbock, TX",1
Ahern Rentals-Houston,3/28/2020,"Houston, TX",12
Ahern Rentals-Ft Worth,3/28/2020,"Fort Worth, TX",3
Ahern Rentals-San Antonio,3/28/2020,"San Antonio, TX",2
Paper Source-N. Lamar,3/27/2020,"Austin, TX",12
Down on Grayson,3/27/2020,"San Antonio, TX",75
DriveTime Automotive-Houston,3/27/2020,"Houston, TX",61
Westin Stonbriar Hotel,3/27/2020,"Frisco, TX",123
Paper Source-Southlake,3/27/2020,"Southlake, TX",6
"Charbonneau Industries, Inc.",3/27/2020,"Houston, TX",60
Paper Source-Palm Way,3/27/2020,"Austin, TX",10
Charbonneau Ind.-Warehouse,3/27/2020,"Houston, TX",20
Trico Products,3/27/2020,"Brownsville, TX",212
Paper Source,3/27/2020,"Dallas, TX",11
Pinnacle Logistics,3/27/2020,"Dallas, TX",134
Dorman Milano Hat Co.,3/27/2020,"Dallas, TX",20
Paper Source-Cole Ave,3/27/2020,"Dallas, TX",10
Paper Source-Town and Country,3/27/2020,"Houston, TX",10
Paper Source-Plano,3/27/2020,"Plano, TX",8
Rosewood Mansion,3/27/2020,"Dallas, TX",1
Paper Source-Westheimer,3/27/2020,"Houston, TX",17
"Compeat, Inc.",3/27/2020,"Austin, TX",56
Pappasito's 24,3/26/2020,"Dallas, TX",42
Pappasito's 01,3/26/2020,"Houston, TX",86
Pappadeaux Seafood Kitchen 34,3/26/2020,"Pharr, TX",201
Pappas Delta Blues,3/26/2020,"Plano, TX",75
Pappadeaux Seafood Kitchen 35,3/26/2020,"Dallas, TX",88
Pappadeaux Seafood Kitchen 42,3/26/2020,"Dallas, TX",113
Pappasito's 02,3/26/2020,"Houston, TX",106
Tinseltown USA El Paso,3/26/2020,"El Paso, TX",108
Pappas Bar-B-Q 24,3/26/2020,"Duncanville, TX",62
Cinemark 12 Pearland,3/26/2020,"Pearland, TX",37
Pappasito's 10,3/26/2020,"Houston, TX",169
Pappasito's 12,3/26/2020,"Houston, TX",128
Pappas Catering Dallas,3/26/2020,"Richardson, TX",11
Spitzer Industries-Brookshire,3/26/2020,"Brookshire, TX",53
Pappasito's 06,3/26/2020,"Humble, TX",150
Pappadeaux Seafood Kitchen 03,3/26/2020,"Austin, TX",125
The Pearl South Padre,3/26/2020,"South Padre Is., TX",105
Tinseltown Movies 17,3/26/2020,"Grapevine, TX",70
Pappas Bar-B-Q 05,3/26/2020,"Dallas, TX",35
Pappasito's 20,3/26/2020,"Dallas, TX",91
Pappas Bros. Steakhouse 2,3/26/2020,"Dallas, TX",101
Pappasito's 07,3/26/2020,"Houston, TX",95
Pappasito's 08,3/26/2020,"Houston, TX",151
Cinemark 12 Sherman,3/26/2020,"Sherman, TX",39
Little Pappasito's,3/26/2020,"Houston, TX",109
Century 12 Abilene,3/26/2020,"Abilene, TX",23
Pappasito's 15,3/26/2020,"Ft. Worth, TX",136
Pappadeaux Seafood Kitchen 27,3/26/2020,"Shenandoah, TX",186
Pappadeaux Seafood Kitchen 22,3/26/2020,"Houston, TX",99
Pappadeaux Seafood Kitchen 10,3/26/2020,"Houston, TX",167
Pappadeaux Seafood Kitchen 11,3/26/2020,"Dallas, TX",165
Pappadeaux Seafood Kitchen 07,3/26/2020,"Richardson, TX",180
Pappadeaux Seafood Kitchen 32,3/26/2020,"Houston, TX",78
Pappas Catering Austin,3/26/2020,"Austin, TX",17
Cinemark Montana 14,3/26/2020,"El Paso, TX",74
Pappasito's 09,3/26/2020,"Austin, TX",128
Pappadeaux Seafood Kitchen 09,3/26/2020,"Houston, TX",184
Pappadeaux Seafood Kitchen 12,3/26/2020,"San Antonio, TX",213
Cinemark West,3/26/2020,"El Paso, TX",66
Pappadeaux Seafood Kitchen 1,3/26/2020,"Houston, TX",95
Pappadeaux Seafood Kitchen 39,3/26/2020,"Austin, TX",123
Pappadeaux Seafood Kitchen 05,3/26/2020,"Stafford, TX",178
Pappadeaux Seafood Kitchen 06,3/26/2020,"Dallas, TX",146
Pappasito's 13,3/26/2020,"Dallas, TX",121
Pappadeaux Seafood Kitchen 16,3/26/2020,"Fort Worth, TX",186
Pappadeaux Seafood Kitchen 18,3/26/2020,"Bedford, TX",90
Pappadeaux Seafood Kitchen 36,3/26/2020,"Grapevine, TX",154
Pappadeaux Seafood Kitchen 29,3/26/2020,"Duncanville, TX",161
Pappadeaux Seafood Kitchen 41,3/26/2020,"Houston, TX",113
Pappadeaux Seafood Kitchen 37,3/26/2020,"Houston, TX",140
Cinemark Movie Bistro,3/26/2020,"El Paso, TX",35
Pappadeaux Seafood Kitchen 02,3/26/2020,"Houston, TX",100
Pappadeaux Seafood Kitchen 08,3/26/2020,"Arlington, TX",155
Pappadeaux Seafood Kitchen 40,3/26/2020,"San Antonio, TX",231
Cinemark Abilene,3/26/2020,"Abilene, TX",36
Pappasito's 05,3/26/2020,"Richardson, TX",116
Pappadeaux Seafood Kitchen 28,3/26/2020,"Houston, TX",74
Cielo Vista Mall 14,3/26/2020,"El Paso, TX",53
Pappadeaux Seafood Kitchen 21,3/26/2020,"Dallas, TX",165
Pappas Catering San Antonio,3/26/2020,"San Antonio, TX",27
Pappasito's 16,3/26/2020,"Arlington, TX",127
Pappas Delta Blues - Houston,3/26/2020,"Webster, TX",97
Cornerstone Community-Weatherford,3/26/2020,"Weatherford, TX",4
Cornerstone Community-Mulberry,3/26/2020,"Decatur, TX",7
Cornerstone Community-Mineral Wells,3/26/2020,"Mineral Wells, TX",10
Cornerstone Community-Boyd,3/26/2020,"Boyd, TX",4
Cornerstone Community-Decatur,3/26/2020,"Decatur, TX",2
Pappasito's 03,3/26/2020,"Sugarland, TX",135
Tinseltown Lubbock,3/26/2020,"Lubbock, TX",67
Cinemark Pharr 16,3/26/2020,"Pharr, TX",54
Pappas Burger 1,3/26/2020,"Houston, TX",90
Cinemark - Allen 16,3/26/2020,"Allen, TX",53
Movies 12  Texas City,3/26/2020,"Texas City, TX",26
Tinseltown Jacinto City,3/26/2020,"Houston, TX",50
Ridgmar 13,3/26/2020,"Fort Worth, TX",56
Tinseltown The Woodlands,3/26/2020,"The Woodlands, TX",71
Cinemark San Antonio 16,3/26/2020,"San Antonio, TX",21
Tinseltown USA 290,3/26/2020,"Houston, TX",78
"Cinemark 14 Wichita
Falls",3/26/2020,"Wichita Falls, TX",46
Pappas Bar-B-Q 14,3/26/2020,"Houston, TX",40
Pappas Bros. Steakhouse 3,3/26/2020,"Houston, TX",94
Cinemark Frisco Square,3/26/2020,"Frisco, TX",64
Pappas Bar-B-Q 15,3/26/2020,"Houston, TX",19
Movies 14 McKinney,3/26/2020,"McKinney, TX",45
Pappas Bar-B-Q 19,3/26/2020,"Houston, TX",29
Pappas Bar-B-Q 20,3/26/2020,"Houston, TX",40
Pappas Bar-B-Q 21,3/26/2020,"Houston, TX",17
CUT! by Cinemark,3/26/2020,"Frisco, TX",172
Cinemark West Plano,3/26/2020,"Plano, TX",165
Pappas Bar-B-Q 22,3/26/2020,"Houston, TX",40
Cinema 6 Cleburn,3/26/2020,"Cleburne, TX",15
Subway - (Pappas HOU Airport),3/26/2020,"Houston, TX",85
Cinema 6 Stephenville,3/26/2020,"Stephenville, TX",20
Cinemark Central Plano,3/26/2020,"Plano, TX",52
Pappas Bros. Steakhouse 1,3/26/2020,"Houston, TX",110
"Cinemark 15 @ Vista
Ridge Mall",3/26/2020,"Lewisville, TX",39
Cinemark 14 Roanoke,3/26/2020,"Roanoke, TX",69
Cinemark 14 Denton,3/26/2020,"Denton, TX",52
Cinemark 14 Cedar Hill,3/26/2020,"Cedar Hill, TX",29
Cinemark (The Legacy),3/26/2020,"Plano, TX",96
Main Place 6,3/26/2020,"McAllen, TX",17
Pappas Bar-B-Q 23,3/26/2020,"Pasadena, TX",47
Barry's Pizza (Pappas),3/26/2020,"Houston, TX",23
Dot Coffee Shop (Pappas -Woodridge),3/26/2020,"Houston, TX",88
Dot Coffee Shop (Pappas -Federal),3/26/2020,"Houston, TX",80
Yia Yia Mary's Greek Kitchen (Pappas - San Felipe),3/26/2020,"Houston, TX",83
Yia Yia Mary's Greek Kitchen (Pappas - Airport),3/26/2020,"Houston, TX",18
Chick-fll-A (Pappas),3/26/2020,"Houston, TX",33
Dunkin Donuts/Baskin Robbins (Pappas),3/26/2020,"Houston, TX",23
Gordon's Galley (Pappas),3/26/2020,"Houston, TX",24
Cinemark Edinburg,3/26/2020,"Edinburg, TX",64
Ruby's (Pappas),3/26/2020,"Houston, TX",87
Pappas Seafood House (NASA),3/26/2020,"Webster, TX",149
Pappas Restaurants Corporate,3/26/2020,"Houston, TX",124
Pappas Distribution/Trades Offices - 1,3/26/2020,"Houston, TX",129
Pappas Distribution/Trades Offices - 2,3/26/2020,"Houston, TX",23
Pappas Distribution/Trades Offices - 3,3/26/2020,"Houston, TX",60
Pappas Bread and Dessert Bakeries,3/26/2020,"Houston, TX",99
Pappas Pappas Bar-B-Q Catering,3/26/2020,"Houston, TX",20
Pappas Catering Houston,3/26/2020,"Houston, TX",25
Pappas Confectionary/ Delivery,3/26/2020,"Houston, TX",107
Hunan (Pappas),3/26/2020,"Houston, TX",19
Movies 4,3/26/2020,"Big Spring, TX",11
Movies 10 Weslaco,3/26/2020,"Weslaco, TX",32
Movies 17,3/26/2020,"McAllen, TX",28
Little Pappas Seafood House,3/26/2020,"Houston, TX",52
Town Centre Cinema 6,3/26/2020,"Plainview, TX",12
Movies 16,3/26/2020,"Lubbock, TX",30
Cinemark Cedar Park 12,3/26/2020,"Cedar Park, TX",72
Pappas Burger 2,3/26/2020,"Houston, TX",112
Tinseltown USA Beaumont,3/26/2020,"Beaumont, TX",68
Pappas Shrimp Shack,3/26/2020,"Houston, TX",46
Cinemark 14 Round Rock,3/26/2020,"Round Rock, TX",52
Mall de Las Aguilas 7,3/26/2020,"Eagle Pass, TX",23
Century 12 Odessa,3/26/2020,"Odessa, TX",24
Hollywood USA - Amarillo,3/26/2020,"Amarillo, TX",35
Movies 8 Paris,3/26/2020,"Paris, TX",15
Cinemark 14 Texarkana,3/26/2020,"Texarkana, TX",48
Movies 8 Del Rio,3/26/2020,"Del Rio, TX",21
Pappas Seafood House (FM 1960),3/26/2020,"Humble, TX",152
Tinseltown Mission,3/26/2020,"Mission, TX",23
"Cinemark Rockwall 14
and XD",3/26/2020,"Rockwall, TX",54
Movies 8 Round Rock,3/26/2020,"Round Rock, TX",23
Pappas Bar-B-Q 06,3/26/2020,"Houston, TX",39
"Cinemark Southpark
Meadows",3/26/2020,"Austin, TX",58
Fossil Group,3/26/2020,"Dallas, TX",222
Kirchhoff Automotive,3/26/2020,"Garland, TX",148
"Hollywood USA Movies 
15",3/26/2020,"Garland, TX",20
Pappas Bar-B-Q 02,3/26/2020,"Houston, TX",50
Cinemark Grand Prairie,3/26/2020,"Grand Prairie, TX",54
Pappas Bar-B-Q 03,3/26/2020,"Houston, TX",32
Lewis Energy-Encinal,3/26/2020,"Encinal, TX",187
Cinemark McKinney,3/26/2020,"McKinney, TX",67
"Tincup Water Solutions, LLC",3/26/2020,"Stockdale, TX",127
McCreless Mall 10,3/26/2020,"San Antonio, TX",21
North East Mall 18,3/26/2020,"Hurst, TX",62
Tinseltown San Angelo,3/26/2020,"San Angelo, TX",47
Harker Heights 16,3/26/2020,"Harker Heights, TX",48
Cinemark Temple 12,3/26/2020,"Temple, TX",43
"Cinemark Stone Hill
Town Center",3/26/2020,"Pflugerville, TX",29
Cinemark 12 and XD,3/26/2020,"Mansfield, TX",53
Pappas Bar-B-Q 04,3/26/2020,"Houston, TX",58
Pappasito's 19,3/26/2020,"Houston, TX",28
Pappasito's 18,3/26/2020,"Houston, TX",29
Suitsupply-Houston,3/26/2020,"Houston, TX",15
Suitsupply-The Woodlands,3/26/2020,"The Woodlands, TX",6
Cinemark 12 Cypress,3/26/2020,"Cypress, TX",67
Brazos Town Center 12,3/26/2020,"Rosenberg, TX",34
Pappasito's 14,3/26/2020,"Houston, TX",128
Victoria Mall,3/26/2020,"Victoria, TX",23
Hydraulic Fracturing Facility,3/26/2020,"Midland, TX",388
Suitsupply-Plano,3/26/2020,"Plano, TX",9
Pappas Bar-B-Q 08,3/26/2020,"Houston, TX",43
Pappasito's 21,3/26/2020,"Houston, TX",117
Cinemark Lufkin 12,3/26/2020,"Lufkin, TX",28
Pappasito's 22,3/26/2020,"Houston, TX",117
Movies 14 Lancaster,3/26/2020,"Lancaster, TX",54
Pappasito's 23,3/26/2020,"Shenandoah, TX",180
Pappas Bar-B-Q 01,3/26/2020,"Houston, TX",44
MicroStar Quality Services,3/26/2020,"Eagle Pass, TX",74
Athens Cinema 4,3/26/2020,"Athens, TX",9
Cinemark Webster,3/26/2020,"Webster, TX",77
"Cinemark at Market
Street",3/26/2020,"The Woodlands, TX",15
Cinemark Brownsville,3/26/2020,"Brownsville, TX",57
Cinemark Houston,3/26/2020,"Houston, TX",53
Movies 10 Brownsville,3/26/2020,"Brownsville, TX",30
"Cinemark New Caney
and XD",3/26/2020,"New Caney, TX",43
Cinemark 17,3/26/2020,"Dallas, TX",58
Cinemark 19,3/26/2020,"Katy, TX",61
Tinseltown USA Pflugerville,3/26/2020,"Pflugerville, TX",97
Cinemark Harlingen,3/26/2020,"Harlingen, TX",68
"Cinemark Spring Town
Center",3/26/2020,"Spring, TX",27
Movies 18,3/26/2020,"College Station, TX",69
Pappas Bar-B-Q 09,3/26/2020,"Humble, TX",59
Century 16 XD and IMAX,3/26/2020,"Corpus Christi, TX",88
"Cinemark Hill Country
Galleria",3/26/2020,"Austin, TX",44
Pappas Bar-B-Q 10,3/26/2020,"Webster, TX",31
Movies 12 Laredo,3/26/2020,"Laredo, TX",29
Cinemark Mall Del Norte,3/26/2020,"Laredo, TX",54
Movies 10 Harlingen,3/26/2020,"Harlingen, TX",22
Pappas Bar-B-Q 12,3/26/2020,"Houston, TX",46
Hollywood USA,3/26/2020,"Pasadena, TX",64
Pappas Bar-B-Q 13,3/26/2020,"Houston, TX",39
"Cinemark @ Alliance
Towne Center",3/26/2020,"Fort Worth, TX",64
Quick Weight Loss Centers - Conroe,3/25/2020,"Conroe, TX",4
Quick Weight Loss Centers - Cinco Ranch,3/25/2020,"Houston, TX",4
Alsco - Kyle,3/25/2020,"Kyle, TX",3
Quick Weight Loss Centers - FM 1960,3/25/2020,"Houston, TX",4
The St. Anthony Hotel,3/25/2020,"San Antonio, TX",208
Legacy West,3/25/2020,"Plano, TX",82
FTS International Services-Aledo,3/25/2020,"Aledo, TX",72
Quick Weight Loss Centers - Humble,3/25/2020,"Humble, TX",3
Quick Weight Loss Centers - Pasadene,3/25/2020,"Pasadena, TX",4
Quick Weight Loss Centers - HWY 6,3/25/2020,"Houston, TX",4
Pappasito's 11,3/25/2020,"San Antonio, TX",137
Hyatt Regency Houston,3/25/2020,"Houston, TX",67
Quick Weight Loss Centers - Spring Stuebner Rd,3/25/2020,"Spring, TX",4
Alsco-Oliver St,3/25/2020,"Houston, TX",58
Quick Weight Loss Centers - Katy,3/25/2020,"Spring, TX",4
Saint Arnold Brewing Co.,3/25/2020,"Houston, TX",135
Hyatt Regency Houston Galeria,3/25/2020,"Houston, TX",110
Quick Weight Loss Centers - Pearland,3/25/2020,"Webster, TX",4
Quick Weight Loss Center - 9000 SW Frwy,3/25/2020,"Houston, TX",5
Quick Weight Loss Centers - Westheimer,3/25/2020,"Houston, TX",4
Quick Weight Loss Centers - Cypress,3/25/2020,"Cypress, TX",4
Quick Weight Loss Centers - Webster,3/25/2020,"Webster, TX",5
Quick Weight Loss Centers - 2615 SW Frwy,3/25/2020,"Houston, TX",4
Quick Weight Loss Centers - Spring Sawdust,3/25/2020,"Spring, TX",4
Quick Weight Loss Centers - Rosenberg,3/25/2020,"Rosenberg, TX",4
Marriott City Place-Spicewood Village,3/24/2020,"Spring, TX",73
Four Seasons Hotel-Houston,3/24/2020,"Houston, TX",344
Jostens,3/24/2020,"Denton, TX",142
Cameron Mitchell Restaurants,3/24/2020,"Dallas, TX",125
Autobahn Imports,3/24/2020,"Ft. Worth, TX",124
Take 5 Department 548,3/23/2020,"Webster, TX",4
Take 5 Department 511,3/23/2020,"Irving, TX",7
Schulte Companies-Richland Hills,3/23/2020,"San Antonio, TX",19
Schulte Companies-Loop 1604,3/23/2020,"San Antonio, TX",13
Schulte Companies-Navarro St.,3/23/2020,"San Antonio, TX",21
Schulte Companies-Houston,3/23/2020,"Houston, TX",18
Schulte Companies-Dallas,3/23/2020,"Dallas, TX",2
Schulte Companies-E. Houston,3/23/2020,"San Antonio, TX",22
Schulte Companies-Cinema Ridge,3/23/2020,"San Antonio, TX",19
Take 5 Department 527,3/23/2020,"Dallas, TX",7
Take 5 Department 512,3/23/2020,"Irving, TX",5
Take 5 Department 51,3/23/2020,"Garland, TX",7
Take 5 Department 203,3/23/2020,"Garland, TX",3
Take 5 Department 204,3/23/2020,"Fort Worth, TX",8
Take 5 Department 533,3/23/2020,"Sachse, TX",6
Take 5 Department 107,3/23/2020,"Huntsville, TX",4
Hilton Houston Galeria,3/23/2020,"Houston, TX",35
Take 5 Department 558,3/23/2020,"Houston, TX",4
Take 5 Department 560,3/23/2020,"Houston, TX",3
Take 5 Department 561,3/23/2020,"Humble, TX",6
Take 5 Department 562,3/23/2020,"Channelview, TX",6
Take 5 Department 608,3/23/2020,"Houston, TX",3
Take 5 Department 101,3/23/2020,"Spring, TX",5
Take 5 Department 566,3/23/2020,"Houston, TX",3
Take 5 Department 109,3/23/2020,"College Station, TX",4
Take 5 Department 117,3/23/2020,"Missouri City, TX",7
Take 5 Department 507,3/23/2020,"Hudson Oaks, TX",2
Take 5 Department 540,3/23/2020,"Houston, TX",3
Take 5 Department 541,3/23/2020,"Houston, TX",7
Take 5 Department 103,3/23/2020,"Pasadena, TX",4
